QuestIndex;QuestName;Group;Type;LineIndex;EnglishText;ChineseText
103;Abnormal Creatures;MongchonProvince;TaskDescription;0;Eliminate {WhimperingBee's/Crimson} to collect ;请消灭一定数量的 {WhimperingBee's/Crimson}，
103;Abnormal Creatures;MongchonProvince;TaskDescription;1;{BugSpecimen/LightSteelBlue} which be found in {Death Valley/Yellow};并在 {Death Valley/Yellow} 收集 {BugSpecimen/LightSteelBlue}。
103;Abnormal Creatures;MongchonProvince;GotoMessage;0;Return to Daniel in MongchonWall;完成后回到盟重城墙找 Daniel。
104;Lost Sword;MongchonProvince;Description;0;I went to hunt in {DeathValley/Yellow}. I ran into some ;我之前去 {DeathValley/Yellow} 狩猎时，遇到了一些
104;Lost Sword;MongchonProvince;Description;1;{Tongs/Crimson} I thought it was a Boss Monster. ;{Tongs/Crimson}，一开始我还以为是首领怪物。
104;Lost Sword;MongchonProvince;Description;2;While retreating I dropped my beloved Sword.;撤退时不小心把心爱的长剑遗落在那里了。
104;Lost Sword;MongchonProvince;TaskDescription;0;Travel to {Death Valley/Yellow} and retrieve {CharleySword/LightSteelBlue} ;请前往 {Death Valley/Yellow}，通过击杀 {Tongs/Crimson}
104;Lost Sword;MongchonProvince;TaskDescription;1;by killing {Tongs/Crimson}.;找回 {CharleySword/LightSteelBlue}。
104;Lost Sword;MongchonProvince;GotoMessage;0;Return to Charleys lost sword.;将失而复得的长剑带回给 Charley。
105;Lost Soul;DeathValley;Description;0;You.. Sir.. You.. Help I'm trapped.;你……先生……你……帮帮我，我被困住了。
105;Lost Soul;DeathValley;Description;1;Last thing I remember is dying further in the valley.;我最后的记忆，是在山谷深处战死，
105;Lost Soul;DeathValley;Description;2;Then i was back here.;然后就莫名其妙回到了这里。
105;Lost Soul;DeathValley;TaskDescription;0;Investigate why the {Soul/LimeGreen}, has returned.;请调查这名 {Soul/LimeGreen} 为何会再次回到此处。
106;Lost Soul's Remains;DeathValley;Description;0;The Necklace is my {LifeStone/LightSteelBlue}.. This is why I have ;那条项链就是我的 {LifeStone/LightSteelBlue}……也是我
106;Lost Soul's Remains;DeathValley;Description;1;returned. Please find my {LifeStone/LightSteelBlue}.;能回来的原因。请帮我找回 {LifeStone/LightSteelBlue}。
106;Lost Soul's Remains;DeathValley;TaskDescription;0;Hunt {GiantWorm's/Crimson} and return the {OldNecklace/LightSteelBlue}.;请猎杀 {GiantWorm's/Crimson}，并带回 {OldNecklace/LightSteelBlue}。
106;Lost Soul's Remains;DeathValley;GotoMessage;0;Return to the LostSoul on S_1FofDungeon 202:204;把项链带回山谷一层 202:204 处的 LostSoul 身边。
107;Last Words;DeathValley;Description;0;Please return my {LifeStone/LightSteelBlue} to my Daughter;请把我的 {LifeStone/LightSteelBlue} 交给我的女儿，
107;Last Words;DeathValley;Description;1;{Rachel/LimeGreen}. She will know what it will mean.;{Rachel/LimeGreen}。她会明白这代表什么。
107;Last Words;DeathValley;Description;2;Thankyou for your assistance I'm now at peace.;感谢你的帮助，我终于可以安息了。
107;Last Words;DeathValley;TaskDescription;0;Please take {OldNecklace/LightSteelBlue} to {Rachel/LimeGreen}.;请把 {OldNecklace/LightSteelBlue} 交给 {Rachel/LimeGreen}，
107;Last Words;DeathValley;TaskDescription;1;in {MongchonProvince/Yellow};她住在 {MongchonProvince/Yellow}。
107;Last Words;DeathValley;GotoMessage;0;Return Necklace to Rachel in MongchonWall;把项链带回盟重城墙交给 Rachel。
108;Antique Book;MongchonProvince;Description;0;I'm a fool! I've lost the Oldest Book's around.;我真是个笨蛋！把最古老的那本书给弄丢了。
108;Antique Book;MongchonProvince;Description;1;I was visiting {SabukWall/Yellow} and fell then the;我在 {SabukWall/Yellow} 观光时摔了一跤，
108;Antique Book;MongchonProvince;Description;2;next thing i knew. I was surround by {Zombies/Crimson}.;回过神来时，已经被 {Zombies/Crimson} 围住了。
108;Antique Book;MongchonProvince;TaskDescription;0;Find the Hidden Entrance in {SabukWall/Yellow} and find ;请在 {SabukWall/Yellow} 寻找隐藏入口，
108;Antique Book;MongchonProvince;TaskDescription;1;the {BichonTales/LightSteelBlue}.;并找到 {BichonTales/LightSteelBlue}。
108;Antique Book;MongchonProvince;GotoMessage;0;Return the Book back to Collector in MongchonWall;把那本书带回盟重城墙的收藏家那里。
109;Find More Antique Books;MongchonProvince;Description;0;Hello Mirian, I'm still missing {Volume 1/LightSteelBlue} and {2/LightSteelBlue}, ;你好，冒险者，我还缺少 {Volume 1/LightSteelBlue} 和 {2/LightSteelBlue}。
109;Find More Antique Books;MongchonProvince;TaskDescription;0;Please return to the {Hidden Entrance/Yellow} ;请再次前往 {Hidden Entrance/Yellow}，
109;Find More Antique Books;MongchonProvince;TaskDescription;1;And retrieve {Volume 1/LightSteelBlue} and {2/LightSteelBlue}.;把 {Volume 1/LightSteelBlue} 和 {2/LightSteelBlue} 统统找回来。
109;Find More Antique Books;MongchonProvince;GotoMessage;0;Return the Books back to Collector in MongchonWall;将书籍带回盟重城墙交给收藏家。
110;Meet with Mr.Wang;MongchonProvince;Description;0;Please Visit {SabukWall/Yellow} and speak with {Mr.Wang/LimeGreen}.;请前往 {SabukWall/Yellow}，与 {Mr.Wang/LimeGreen} 谈一谈。
110;Meet with Mr.Wang;MongchonProvince;GotoMessage;0;Travel East to SabukWall and Speak with Mr.Wang;向东前往 Sabuk 城墙，与 Mr.Wang 谈话。
111;Secret Path;MongchonProvince;Description;0;There are {Hidden Entrances/Yellow} around here. ;这附近有一些 {Hidden Entrances/Yellow}。
111;Secret Path;MongchonProvince;Description;1;They lead to some kind of Dungeon. Rumours ;据说这些入口通向某种地牢，
111;Secret Path;MongchonProvince;Description;2;say they at Each Entrance. There are some kind ;并且在每个入口附近
111;Secret Path;MongchonProvince;Description;3;of Pillar's.;都会出现某种石柱。
111;Secret Path;MongchonProvince;TaskDescription;0;Find the {Hidden Entrances/Yellow} and Search for the ;请找到这些 {Hidden Entrances/Yellow}，并寻找
111;Secret Path;MongchonProvince;TaskDescription;1;Pillar's;那些石柱。
111;Secret Path;MongchonProvince;GotoMessage;0;Return to Mr.Wang once found all the pillars;找到所有石柱后回去找 Mr.Wang。
112;Saftey of Secret Path;MongchonProvince;Description;0;So for once the rumours are true.;看来这一次传闻是真的。
112;Saftey of Secret Path;MongchonProvince;Description;1;Please return to the {Hidden Entrance/Yellow}. ;请再次回到 {Hidden Entrance/Yellow}。
112;Saftey of Secret Path;MongchonProvince;Description;2; ; 
112;Saftey of Secret Path;MongchonProvince;TaskDescription;0;Eliminate some {CrawlerZombies/Crimson}.;请消灭一些 {CrawlerZombies/Crimson}。
113;Insomnia;MongchonProvince;Description;0;Hello. There are to many Insects in ;你好。最近 {MongchonProvince/Yellow} 一带
113;Insomnia;MongchonProvince;Description;1;{MongchonProvince/Yellow} these days. I can't sleep ;虫子实在太多，害得我晚上
113;Insomnia;MongchonProvince;Description;2;because of the noises at night. Could you ;被那些声音吵得睡不着。
113;Insomnia;MongchonProvince;Description;3;hunt these insects?;你能帮我去清理一下这些虫子吗？
113;Insomnia;MongchonProvince;TaskDescription;0;Travel to {Stone Tomb/Yellow} and Eliminate 10 ;请前往 {Stone Tomb/Yellow}，消灭 10 只
113;Insomnia;MongchonProvince;TaskDescription;1;{BlackMaggot/Crimson} and {WedgeMoth/Crimson}.;{BlackMaggot/Crimson} 和 {WedgeMoth/Crimson}。
113;Insomnia;MongchonProvince;TaskDescription;2; ; 
113;Insomnia;MongchonProvince;GotoMessage;0;Return to Jessica in MongchonWall;完成后回到盟重城墙找 Jessica。
114;Threats to Mongchon;MongchonProvince;Description;0;Welcome to {MongchonProvince/Yellow}. ;欢迎来到 {MongchonProvince/Yellow}。
114;Threats to Mongchon;MongchonProvince;Description;1;We have been getting attacked by Boar looking ;最近我们一直遭到野猪模样的怪物袭击，
114;Threats to Mongchon;MongchonProvince;Description;2;monsters. We got reports that these mobs are ;有报告称这些怪物是从
114;Threats to Mongchon;MongchonProvince;Description;3;coming from the {Underground Tomb/Yellow}. Can you ;{Underground Tomb/Yellow} 涌出来的。你能前去
114;Threats to Mongchon;MongchonProvince;Description;4;go there and eliminate the monsters?;消灭那里的怪物吗？
114;Threats to Mongchon;MongchonProvince;TaskDescription;0;Eliminate 15 {BlackBoar/Crimson} and {RedBoar's/Crimson} in ;请在 {StoneTomb/Yellow} 消灭 15 只 {BlackBoar/Crimson}
114;Threats to Mongchon;MongchonProvince;TaskDescription;1;{StoneTomb/Yellow};以及若干 {RedBoar's/Crimson}。
114;Threats to Mongchon;MongchonProvince;GotoMessage;0;Return to MongchonDelegate in MongchonWall;完成后回到盟重城墙找 MongchonDelegate。
115;Eliminate WhiteBoar;MongchonProvince;Description;0;How Deep have you been in {Stone Temple/Yellow}?;你曾经深入 {Stone Temple/Yellow} 到多深的地方？
115;Eliminate WhiteBoar;MongchonProvince;Description;1;The {WhiteBoar/Crimson} is located on Deep Within.;{WhiteBoar/Crimson} 就潜伏在更深处。
115;Eliminate WhiteBoar;MongchonProvince;TaskDescription;0;Eliminate the {WhiteBoar/Crimson}.;请将那只 {WhiteBoar/Crimson} 消灭掉。
115;Eliminate WhiteBoar;MongchonProvince;GotoMessage;0;Return to MongchonDelegate in MongchonWall;完成后回到盟重城墙找 MongchonDelegate。
116;Report to the Manager;MongchonProvince;Description;0;Please report to my Commanding Officer in ;请回到 {BichonProvince/Yellow}，
116;Report to the Manager;MongchonProvince;Description;1;{BichonProvince/Yellow}.;向我的上级汇报情况。
116;Report to the Manager;MongchonProvince;TaskDescription;0;Report to {SubjugationManager/LimeGreen} ;去找 {SubjugationManager/LimeGreen} 报告。
116;Report to the Manager;MongchonProvince;GotoMessage;0;Speak to SubjugationManager in BichonWall;在比奇城墙与 SubjugationManager 交谈。
117;Check Supply Path;BichonProvince;Description;0;Speak to {CaveGuide/LimeGreen} in {TaoVillage/Yellow};请去 {TaoVillage/Yellow} 找 {CaveGuide/LimeGreen} 谈谈。
117;Check Supply Path;BichonProvince;TaskDescription;0;Head West of {TaoVillage/Yellow} and Speak ;从道观村向西前进，
117;Check Supply Path;BichonProvince;TaskDescription;1;with {CaveGuide/LimeGreen}.;与 {CaveGuide/LimeGreen} 会合。
117;Check Supply Path;BichonProvince;GotoMessage;0;Speak with CaveGuide.;去找 CaveGuide 谈话。
118;Zombies in MineralMine;TaoVillage;Description;0;Hello Mirian, We push these {Zombie's/Crimson} back quite ;你好，冒险者，我们一直在努力压制这些 {Zombie's/Crimson}，
118;Zombies in MineralMine;TaoVillage;Description;1;frequently. Could you render your assistance?;但仍需要你的协助。
118;Zombies in MineralMine;TaoVillage;Description;2; ; 
118;Zombies in MineralMine;TaoVillage;TaskDescription;0;Eliminate {CursedZombie/Crimson}, {ShiZombie/Crimson} and ;请在 {MineralMines/Yellow} 消灭 {CursedZombie/Crimson}、{ShiZombie/Crimson}
118;Zombies in MineralMine;TaoVillage;TaskDescription;1;{HungryZombie's/Crimson} in {MineralMines/Yellow}.;以及 {HungryZombie's/Crimson} 等僵尸。
118;Zombies in MineralMine;TaoVillage;GotoMessage;0;Return to CaveGuide in TaoVillage once the threat has been reduced.;当威胁减弱后，回到道观村找 CaveGuide 报告。
119;Message to BichonExaminer;TaoVillage;Description;0;Please report back to the {BichonExaminer/LimeGreen} ;
119;Message to BichonExaminer;TaoVillage;TaskDescription;0;Talk to {BichonExaminer/LimeGreen} in {BichonProvince/Yellow};
119;Message to BichonExaminer;TaoVillage;GotoMessage;0;Travel to BichonWall and talk to BichonExaminer 341:258;
120;CorpsFlower;BichonProvince;Description;0;My Teacher asked me to find ingredients for ;老师让我去寻找一些炼药材料，
120;CorpsFlower;BichonProvince;Description;1;medicine. You can only get them from ;那东西只能从
120;CorpsFlower;BichonProvince;Description;2;{RoninGhoul/Crimson}, but I cannot get close to them. ;{RoninGhoul/Crimson} 身上获得，可我根本不敢靠近它们。
120;CorpsFlower;BichonProvince;Description;3;Could you get some {CorpsFlower/LightSteelBlue} for me?;你能帮我采集一些 {CorpsFlower/LightSteelBlue} 吗？
120;CorpsFlower;BichonProvince;TaskDescription;0;Travel to PrajnaIsland and Collect 10 {CorpsFlower/LightSteelBlue} by ;请前往般若岛，通过猎杀
120;CorpsFlower;BichonProvince;TaskDescription;1;hunting {RoninGhoul's/Crimson};{RoninGhoul's/Crimson} 收集 10 份 {CorpsFlower/LightSteelBlue}。
120;CorpsFlower;BichonProvince;GotoMessage;0;Return to Samuel in BichonWall after you retrieve all CorpsFlowers;全部收集完后回到比奇城墙找 Samuel。
121;Save Prajna;PrajnaIsland;Description;0;We have been getting more attacks from the monsters lately. ;最近怪物的袭击越来越频繁，
121;Save Prajna;PrajnaIsland;Description;1;Do you think you can eliminate the threat? ;你觉得能帮忙消除这股威胁吗？
121;Save Prajna;PrajnaIsland;TaskDescription;0;Travel the Island and Eliminate 15 {ToxicGhoul's/Crimson} ;请在岛上各处消灭 15 只 {ToxicGhoul's/Crimson}
121;Save Prajna;PrajnaIsland;TaskDescription;1;and 10 {RoninGhoul's/Crimson}.;以及 10 只 {RoninGhoul's/Crimson}。
121;Save Prajna;PrajnaIsland;GotoMessage;0;Return to the Inspector in PrajnaIsland;完成后回到般若岛找检察官复命。
122;Skeleton Hunt 1;PrajnaIsland;Description;0;{Prajna Cave/Yellow} is where lots of Warriors died;许多战士曾在 {Prajna Cave/Yellow} 与怪物拼死作战，
122;Skeleton Hunt 1;PrajnaIsland;Description;1;fighting the monsters. A couple years ago, ;数年前开始，
122;Skeleton Hunt 1;PrajnaIsland;Description;2;we have seen these dead Warriors brought back to ;我们发现那些阵亡的战士被复活，
122;Skeleton Hunt 1;PrajnaIsland;Description;3;life, but they do not remember a thing and ;却不记得任何事情，
122;Skeleton Hunt 1;PrajnaIsland;Description;4;attack everyone that enters the cave. ;见到进入洞里的任何人就发起攻击。
122;Skeleton Hunt 1;PrajnaIsland;Description;5;Please help Eliminate them.;请帮忙将它们消灭。
122;Skeleton Hunt 1;PrajnaIsland;TaskDescription;0;Head East to the {PrajnaStoneCave/Yellow} and Eliminate ;请向东前往 {PrajnaStoneCave/Yellow}，消灭
122;Skeleton Hunt 1;PrajnaIsland;TaskDescription;1;15 {BoneArcher's/Crimson} and 15 {BoneSpearman/Crimson};15 只 {BoneArcher's/Crimson} 和 15 只 {BoneSpearman/Crimson}。
122;Skeleton Hunt 1;PrajnaIsland;GotoMessage;0;Return to MirGuide Edward in PrajnaIsland;完成后回到般若岛找 MirGuide Edward。
123;Skeleton Hunt 2;PrajnaIsland;Description;0;There are stonger monsters inside the tomb.;墓穴深处潜伏着更强大的怪物。
123;Skeleton Hunt 2;PrajnaIsland;Description;1;{BoneBlademan/Crimson} are faster then the other;其中 {BoneBlademan/Crimson} 比其他骷髅更为迅捷，
123;Skeleton Hunt 2;PrajnaIsland;Description;2;monsters. Please eliminate these monsters.;请将这些怪物一并清除。
123;Skeleton Hunt 2;PrajnaIsland;TaskDescription;0;Please return to the cave. And Eliminate 15 ;请再次进入洞穴，消灭 15 只
123;Skeleton Hunt 2;PrajnaIsland;TaskDescription;1;{BoneBlademan/Crimson}.;{BoneBlademan/Crimson}。
123;Skeleton Hunt 2;PrajnaIsland;GotoMessage;0;Return to MirGuide Edward in PrajnaIsland;完成后回到般若岛找 MirGuide Edward。
124;Skull Collector;PrajnaIsland;Description;0;I need your help. I have a Order.. A strange One. ;我需要你的帮助，我接到一份有点奇怪的委托。
124;Skull Collector;PrajnaIsland;Description;1;Can you travel to the local Cave? and collect some ;你能去附近的洞穴，帮我收集一些
124;Skull Collector;PrajnaIsland;Description;2;{CleanSkull's/LightSteelBlue}.;{CleanSkull's/LightSteelBlue} 吗？
124;Skull Collector;PrajnaIsland;TaskDescription;0;Collect 20 {CleanSkull's/LightSteelBlue} by hunting {BoneArcher's/Crimson}, ;请通过猎杀 {BoneArcher's/Crimson}、{BoneBlademan/Crimson}
124;Skull Collector;PrajnaIsland;TaskDescription;1;{BoneBlademan/Crimson} and {BoneSpearman/Crimson}.;和 {BoneSpearman/Crimson} 收集 20 个 {CleanSkull's/LightSteelBlue}。
124;Skull Collector;PrajnaIsland;GotoMessage;0;Return to the Collector once retrieved all the Skulls;收集完所有头骨后回到收藏家那里。
125;Visit the VillageChief;PrajnaIsland;Description;0;The {VillageChief/LimeGreen} is looking for you. ;{VillageChief/LimeGreen} 在找你。
125;Visit the VillageChief;PrajnaIsland;TaskDescription;0;Speak to the {VillageChief/LimeGreen} in {Prajna Island/Yellow};请前往 {Prajna Island/Yellow} 与 {VillageChief/LimeGreen} 交谈。
125;Visit the VillageChief;PrajnaIsland;GotoMessage;0;Travel up the Stairs and speak with the VillageChief;沿着台阶往上走，与村长说话。
126;The VillageChief's Request;PrajnaIsland;Description;0;Please travel back to {TaoVillage/Yellow} and speak with ;请回到 {TaoVillage/Yellow}，
126;The VillageChief's Request;PrajnaIsland;Description;1;the {LeadTrainer/LimeGreen}.;与 {LeadTrainer/LimeGreen} 谈一谈。
126;The VillageChief's Request;PrajnaIsland;GotoMessage;0;Travel to TaoVillage and speak with the LeadTrainer;前往道观村，与 LeadTrainer 交谈。
127;Stolen Book;TaoVillage;Description;0;The {Prajna Island/Yellow} {VillageChief/LimeGreen} has asked ;{Prajna Island/Yellow} 的 {VillageChief/LimeGreen} 想要取回
127;Stolen Book;TaoVillage;Description;1;for the {PrajnaHistory/LightSteelBlue} Book back..;那本 {PrajnaHistory/LightSteelBlue} 书。
127;Stolen Book;TaoVillage;Description;2;I'm sorry to inform you We have been ransacked ;很遗憾地告诉你，我们遭到洗劫，
127;Stolen Book;TaoVillage;Description;3;and many precious items have been stolen. ;许多贵重物品都被偷走了。
127;Stolen Book;TaoVillage;Description;4;The Monster what attacked was a {Blue BigApe/Crimson};袭击者是一只 {Blue BigApe/Crimson}。
127;Stolen Book;TaoVillage;TaskDescription;0;Kill {EvilApeSobo/Crimson} and retrieve {PrajnaHistory/LightSteelBlue}.;请击杀 {EvilApeSobo/Crimson} 并夺回 {PrajnaHistory/LightSteelBlue}。
127;Stolen Book;TaoVillage;TaskDescription;1;Travel to {RedValley/Yellow} and Search for the Attacker.;前往 {RedValley/Yellow} 寻找袭击者的踪迹。
127;Stolen Book;TaoVillage;GotoMessage;0;Return to LeadTrainer in TaoVillage;完成后回到道观村找 LeadTrainer。
128;Returning a Book;TaoVillage;Description;0;You found the Book.. That's fantastic news. ;你找到那本书了……真是太好了。
128;Returning a Book;TaoVillage;Description;1;It dosent look like it's been damaged. ;看起来几乎没有受损。
128;Returning a Book;TaoVillage;TaskDescription;0;Return the {PrajnaHistory/LightSteelBlue} Book to {VillageChief/LimeGreen};请把 {PrajnaHistory/LightSteelBlue} 一书交还给 {VillageChief/LimeGreen}，
128;Returning a Book;TaoVillage;TaskDescription;1;in {PrajnaIsland/Yellow}.;他在 {PrajnaIsland/Yellow}。
128;Returning a Book;TaoVillage;GotoMessage;0;Return the Book to VillageChief in PrajnaIsland;将书带回般若岛交给村长。
129;New Poison;TaoVillage;Description;0;Please travel to the {RedValley/Yellow} and collect the;请前往 {RedValley/Yellow} 采集一些材料，
129;New Poison;TaoVillage;Description;1;Ingredient's. ;用来试验一种新的毒药。
129;New Poison;TaoVillage;TaskDescription;0;Kill {SpiderBat/Crimson} and collect 20 {BatPoison/LightSteelBlue}.;请击杀 {SpiderBat/Crimson}，收集 20 份 {BatPoison/LightSteelBlue}。
129;New Poison;TaoVillage;GotoMessage;0;Return to Janey in TaoVillage 179:296;完成后回到道观村 179:296 找 Janey。
130;Wanted!;TaoVillage;Description;0;Are you interested in a Bounty?;有兴趣接一份悬赏任务吗？
130;Wanted!;TaoVillage;TaskDescription;0;Find and Eliminate {EvilBigApe/LightSteelBlue} in {RedValley/Yellow}.;请在 {RedValley/Yellow} 找到并击杀 {EvilBigApe/LightSteelBlue}。
130;Wanted!;TaoVillage;GotoMessage;0;Return to the Investigator in TaoVillage;完成后回到道观村找调查员复命。
131;Ancient Mobs;PrajnaIsland;TaskDescription;0;Travel South-East to {PrajnaTemple/Yellow} and Kill 30 ;请向东南方前往 {PrajnaTemple/Yellow}，击杀 30 只
131;Ancient Mobs;PrajnaIsland;TaskDescription;1;{Minotaur's/Crimson}.;{Minotaur's/Crimson}。
131;Ancient Mobs;PrajnaIsland;GotoMessage;0;Return to the Inspector in PrajnaIsland;完成后回到般若岛找检察官复命。
132;Mobs from Prajna;PrajnaIsland;TaskDescription;0;Eliminate 20 {WindMinotaur/Crimson}, {ElecMinotaur/Crimson}, ;请消灭 20 只 {WindMinotaur/Crimson}、{ElecMinotaur/Crimson}、
132;Mobs from Prajna;PrajnaIsland;TaskDescription;1;{FireMinotaur/Crimson} and {IceMinotaur/Crimson}.;以及 {FireMinotaur/Crimson} 和 {IceMinotaur/Crimson}。
132;Mobs from Prajna;PrajnaIsland;GotoMessage;0;Return to the VillageChief in PrajnaIsland;完成后回到般若岛找 VillageChief。
133;Guards from Prajna;PrajnaIsland;TaskDescription;0;Eliminate 30 {LeftGuard/Crimson} and {RightGuard's/Crimson}.;请消灭 30 名 {LeftGuard/Crimson} 和 {RightGuard's/Crimson}。
133;Guards from Prajna;PrajnaIsland;GotoMessage;0;Return to the VillageChief in PrajnaIsland;完成后回到般若岛找 VillageChief。
134;Ingredient from Prajna;PrajnaIsland;Description;0;Please can you take this {Algea/LightSteelBlue} to ;能否帮我把这份 {Algea/LightSteelBlue} 带到
134;Ingredient from Prajna;PrajnaIsland;Description;1;{MongchonProvince/Yellow}.;{MongchonProvince/Yellow} 去？
134;Ingredient from Prajna;PrajnaIsland;TaskDescription;0;Deliver the {Algea/LightSteelBlue} to {CraftsLady/LimeGreen} in ;请将 {Algea/LightSteelBlue} 交给 {MongchonProvince/Yellow} 的 {CraftsLady/LimeGreen}。
134;Ingredient from Prajna;PrajnaIsland;TaskDescription;1;{MongchonProvince/Yellow}.;
134;Ingredient from Prajna;PrajnaIsland;GotoMessage;0;Deliver the Algae to MongchonWall CraftsLady;把这些藻类送到盟重城墙的 CraftsLady 手中。
135;Find Passage to Ruins;MongchonProvince;Description;0;Hello Mirian, there is a Darker Evil within ;你好，冒险者，{Stone Temple/Yellow} 内部潜藏着更强大的邪恶。
135;Find Passage to Ruins;MongchonProvince;Description;1;{Stone Temple/Yellow} There is a stone ;在更深的地方有一块石头，
135;Find Passage to Ruins;MongchonProvince;Description;2;within the layer's which cliams to have the capability;据说它具有开启通道的能力，
135;Find Passage to Ruins;MongchonProvince;Description;3;to enter a passage into {Ancient Layer/Yellow};可以进入 {Ancient Layer/Yellow}。
135;Find Passage to Ruins;MongchonProvince;TaskDescription;0;Find the Stone within {Stone Temple/Yellow};请在 {Stone Temple/Yellow} 中找到那块石头。
135;Find Passage to Ruins;MongchonProvince;GotoMessage;0;Return to MongchonDelegate in MongchonWall;找到后回到盟重城墙找 MongchonDelegate。
136;Shipping Relics;MongchonProvince;Description;0;From the rumours going around you have found;听说你已经在 {Stone Temple/Yellow} 中找到了
136;Shipping Relics;MongchonProvince;Description;1;the {Ancient Layer/Yellow} in {Stone Temple/Yellow} Return and ;{Ancient Layer/Yellow}。请再回去一趟，
136;Shipping Relics;MongchonProvince;Description;2;Collect {RelicRock's/LightSteelBlue} from the Ancient Layer of ;在古代层中收集一些 {RelicRock's/LightSteelBlue}，
136;Shipping Relics;MongchonProvince;Description;3;{StoneTemple/Yellow};
136;Shipping Relics;MongchonProvince;TaskDescription;0;Kill {AncientRedBoars/Crimson}, {AncientBlackBoars/Crimson} and ;通过击杀 {AncientRedBoars/Crimson}、{AncientBlackBoars/Crimson}
136;Shipping Relics;MongchonProvince;TaskDescription;1;{AncientWhiteBoar's/Crimson} for {RelicRock's/LightSteelBlue}.;以及 {AncientWhiteBoar's/Crimson} 来获得 {RelicRock's/LightSteelBlue}。
136;Shipping Relics;MongchonProvince;GotoMessage;0;Return to the Collector in MongchonWall;完成后回到盟重城墙找收藏家。
137;Rare Medicine;MongchonProvince;Description;0;Is it true? Youve been to the {Ancient Layer/Yellow}? Can;真的吗？你真的去过 {Ancient Layer/Yellow}？
137;Rare Medicine;MongchonProvince;Description;1;you return and Collect 17 {BloodPill/LightSteelBlue} by killing ;能再去一次吗？请通过击杀 {AncientSnakeScorpion's/Crimson}
137;Rare Medicine;MongchonProvince;Description;2;{AncientSnakeScorpion's/Crimson};收集 17 份 {BloodPill/LightSteelBlue}。
137;Rare Medicine;MongchonProvince;GotoMessage;0;Return to Kevin in MongchonWall at 346:334;完成后回到盟重城墙 346:334 找 Kevin。
138;Force Recruit;WasteLands;Description;0;Recently we have discovered a new area called ;最近我们发现了一个叫
138;Force Recruit;WasteLands;Description;1;{AncientRuins/Yellow}.  However,the olny way ;{AncientRuins/Yellow} 的新区域，然而唯一能到达那里的方法
138;Force Recruit;WasteLands;Description;2;to go there is by going through EvilHeart. ;是穿过 EvilHeart。
138;Force Recruit;WasteLands;Description;3;As you can see, I cant't go throught EvilHeart ;如你所见，我根本无法穿越 EvilHeart，
138;Force Recruit;WasteLands;Description;4;due to all the monsters in there. Therefore, ;那里怪物太多了。所以我正在召集一支小队，
138;Force Recruit;WasteLands;Description;5;I'm here trying to create a force that will ;准备打通那条路。
138;Force Recruit;WasteLands;Description;6;defeat the monsters. So.. will you be able to help me ;你愿意帮忙，先替我们清理一部分怪物吗？
138;Force Recruit;WasteLands;Description;7;out by killing the monsters inside of {RedCave/Yellow}? ;请前往 {RedCave/Yellow}，消灭其中的怪物。
138;Force Recruit;WasteLands;Description;8;If are less monsters then the force will be able to ;那样一来，怪物减少，小队完成任务就会轻松得多。
138;Force Recruit;WasteLands;Description;9;complete their task more easily.;
138;Force Recruit;WasteLands;TaskDescription;0;Eliminate 12 {GhastlyLeecher/Crimson}, {CyanoGhast/Crimson}, ;请消灭 12 只 {GhastlyLeecher/Crimson}、{CyanoGhast/Crimson}、
138;Force Recruit;WasteLands;TaskDescription;1;{MutatedManworm/Crimson} and {CrazyManworm/Crimson}.;{MutatedManworm/Crimson} 和 {CrazyManworm/Crimson}。
138;Force Recruit;WasteLands;GotoMessage;0;Return to the Excavenger in WasteLand 265:238;完成后回到废墟之地 265:238 找 Excavenger。
139;Dangerous as ever;WasteLands;Description;0;Thanks for the hard work!;辛苦你了！
139;Dangerous as ever;WasteLands;Description;1;However there are still many dangerous monsters ;不过 {RedCave/Yellow} 里仍然有许多危险的怪物，
139;Dangerous as ever;WasteLands;Description;2;in {RedCave/Yellow} The monsters {DreamDevourer/Crimson} ;像 {DreamDevourer/Crimson}
139;Dangerous as ever;WasteLands;Description;3;and {DarkSoulDevouer/Crimson} still roam the area. ;和 {DarkSoulDevouer/Crimson} 仍在那一带游荡。
139;Dangerous as ever;WasteLands;Description;4;These monsters have been troubing by ;这些怪物利用自己的能力，
139;Dangerous as ever;WasteLands;Description;5;useing its abillties to stop the movement of our ;不断干扰我们队伍的行动。
139;Dangerous as ever;WasteLands;Description;6;people. Can you go rid these monsters for us?;你能替我们彻底清除这些怪物吗？
139;Dangerous as ever;WasteLands;TaskDescription;0;Travel to {RedCave/Yellow} and Eliminate 3 {DreamDevourer/Crimson} ;请前往 {RedCave/Yellow}，消灭 3 只 {DreamDevourer/Crimson}
139;Dangerous as ever;WasteLands;TaskDescription;1;and {DarkSoulDevourer/Crimson}.;以及若干 {DarkSoulDevourer/Crimson}。
139;Dangerous as ever;WasteLands;GotoMessage;0;Return to the Excavenger in WasteLand 265:238;完成后回到废墟之地 265:238 找 Excavenger。
140;Chestnut Request;BichonProvince;Description;0;BichonWall Bounty, Has been submitted.;比奇城墙悬赏任务：栗子委托。
140;Chestnut Request;BichonProvince;TaskDescription;0;Collect {5 GoldChestnuts/LightSteelBlue}. ;请收集 {5 GoldChestnuts/LightSteelBlue}。
